age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,expectation,prediction
36.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.2794047345608752,<=50K
49.0,Federal-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.14618281758367271,<=50K
36.0,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,35.0,United-States,0.010913051599420198,<=50K
22.0,Private,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.01447670968253886,<=50K
58.0,Self-emp-not-inc,10th,6,Separated,Sales,Other-relative,Other,Male,0.0,0.0,40.0,Cuba,0.008781790028393088,<=50K
90.0,Private,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,6097.0,0.0,45.0,United-States,0.4647800427752856,>50K
35.0,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,0.5199877451730228,>50K
19.0,Private,10th,6,Never-married,Farming-fishing,Other-relative,White,Male,0.0,0.0,40.0,United-States,0.0012212852793881128,<=50K
32.0,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,Trinadad&Tobago,0.048805483914978576,<=50K
36.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,0.4115039922520901,>50K
48.0,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40.0,United-States,0.30932045079089915,<=50K
64.0,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,0.20870447335571232,<=50K
23.0,Private,12th,8,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,60.0,United-States,0.002917845689543382,<=50K
72.0,Private,Assoc-voc,11,Widowed,?,Not-in-family,White,Female,0.0,2465.0,40.0,United-States,0.5165196819899804,>50K
51.0,Federal-gov,Some-college,10,Separated,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,0.06750039888813072,<=50K
48.0,Self-emp-not-inc,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.06723368936548298,<=50K
30.0,State-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.03870564018087274,<=50K
39.0,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Female,0.0,0.0,37.0,Puerto-Rico,0.010640747772124386,<=50K
44.0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,27828.0,0.0,40.0,United-States,0.9624879302237488,>50K
36.0,Private,10th,6,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,35.0,United-States,0.0017049950816841926,<=50K
57.0,Private,Assoc-voc,11,Married-civ-spouse,?,Wife,White,Female,0.0,0.0,5.0,United-States,0.3659868120950077,<=50K
62.0,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,0.5013245303968509,>50K
59.0,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,56.0,United-States,0.11072590768374777,<=50K
53.0,Private,Bachelors,13,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,52.0,United-States,0.2261898258023026,<=50K
33.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,England,0.6785691618323044,>50K
35.0,State-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,4101.0,0.0,40.0,United-States,0.08262995462311208,<=50K
39.0,Private,11th,7,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.005717917204534023,<=50K
52.0,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,Ecuador,0.12158856108931722,<=50K
24.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.09723127327793975,<=50K
77.0,Private,10th,6,Married-civ-spouse,Other-service,Husband,Black,Male,3818.0,0.0,40.0,United-States,0.014487174954021985,<=50K
36.0,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.024542831887826896,<=50K
52.0,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,0.8214924164864816,>50K
23.0,Private,Assoc-acdm,12,Never-married,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,United-States,0.004862853455523889,<=50K
65.0,Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.017898085158158123,<=50K
36.0,Private,Bachelors,13,Never-married,?,Own-child,White,Female,0.0,0.0,50.0,United-States,0.10492837985405201,<=50K
57.0,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,45.0,United-States,0.9967653348867895,>50K
18.0,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States,0.00030099961802808724,<=50K
40.0,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0.7210475995437603,>50K
66.0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0.03408668446904944,<=50K
25.0,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,0.07565007685232134,<=50K
38.0,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.04465592973466006,<=50K
48.0,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,15020.0,0.0,48.0,United-States,0.9292285744382653,>50K
19.0,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,30.0,United-States,0.0013992184026932432,<=50K
18.0,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,0.002586810045731383,<=50K
62.0,Federal-gov,9th,5,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.003287146045543494,<=50K
46.0,Local-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,0.2949093488681173,<=50K
20.0,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.007771783721811629,<=50K
31.0,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0.3590855892838558,<=50K
20.0,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,0.0020357640196534046,<=50K
62.0,State-gov,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,35.0,United-States,0.29006332670752394,<=50K
55.0,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0.0,0.0,37.0,United-States,0.025921731554446558,<=50K
23.0,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.005451496585256686,<=50K
60.0,Private,Assoc-acdm,12,Divorced,Priv-house-serv,Other-relative,White,Female,0.0,0.0,40.0,United-States,0.05734808587403245,<=50K
24.0,Private,9th,5,Never-married,Sales,Own-child,White,Male,0.0,0.0,48.0,United-States,0.003310437038688938,<=50K
53.0,Private,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,40.0,United-States,0.2630996890722084,<=50K
21.0,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,30.0,United-States,0.002360391858163528,<=50K
30.0,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,0.0,0.0,25.0,United-States,0.004802663827765386,<=50K
47.0,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.09620068080049811,<=50K
43.0,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,60.0,China,0.5229618162801493,>50K
28.0,Federal-gov,Some-college,10,Never-married,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States,0.0066524112478348035,<=50K
22.0,Private,Assoc-voc,11,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,0.0021453597095532563,<=50K
36.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386.0,0.0,40.0,United-States,0.44029611583790174,>50K
42.0,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40.0,United-States,0.41079977725493855,>50K
40.0,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.03507744898379994,<=50K
45.0,State-gov,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,3325.0,0.0,40.0,United-States,0.02977055451508446,<=50K
68.0,Private,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,23.0,United-States,0.07330360747832235,<=50K
37.0,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.024603721062209413,<=50K
31.0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,35.0,United-States,0.006426547207577642,<=50K
28.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,40.0,United-States,0.9093277252018099,>50K
44.0,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,0.3675034490510638,<=50K
25.0,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,4101.0,0.0,40.0,United-States,0.0105264751699741,<=50K
54.0,Self-emp-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,99999.0,0.0,70.0,United-States,0.9745472286666523,>50K
26.0,Private,11th,7,Never-married,Transport-moving,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,0.0014657899805773362,<=50K
22.0,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,12.0,United-States,0.0011790506339793292,<=50K
18.0,Private,11th,7,Never-married,Other-service,Own-child,White,Male,594.0,0.0,10.0,United-States,0.00027930646377003794,<=50K
47.0,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,0.5617610579234215,>50K
55.0,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,80.0,United-States,0.11678386337417701,<=50K
52.0,Federal-gov,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.040037929060803945,<=50K
17.0,Self-emp-not-inc,12th,8,Never-married,Sales,Own-child,White,Male,0.0,0.0,45.0,United-States,0.006525657028050699,<=50K
41.0,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0.021345442239812537,<=50K
53.0,State-gov,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,0.4920348600959417,>50K
21.0,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0.07002957414744461,<=50K
19.0,Private,HS-grad,9,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,0.0,0.0,35.0,United-States,0.0009884414477243683,<=50K
29.0,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.03828579937822949,<=50K
20.0,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,0.008126303520318429,<=50K
44.0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0.0286556759172989,<=50K
20.0,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,0.011769747943079147,<=50K
28.0,Private,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,60.0,United-States,0.05123503917735731,<=50K
40.0,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,0.05506958400379175,<=50K
30.0,Self-emp-not-inc,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Male,0.0,0.0,50.0,United-States,0.07020032975545917,<=50K
38.0,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,0.0,42.0,United-States,0.6578528289391059,>50K
58.0,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,2377.0,65.0,United-States,0.3671167332198503,<=50K
31.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,73.0,United-States,0.2239942191953837,<=50K
34.0,Self-emp-not-inc,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,72.0,United-States,0.11710658708992414,<=50K
22.0,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,0.03291884454418292,<=50K
40.0,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.09202250124077788,<=50K
69.0,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0.33886641090174324,<=50K
40.0,Private,Assoc-voc,11,Divorced,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,35.0,United-States,0.031597437256900215,<=50K
76.0,Private,7th-8th,4,Divorced,?,Not-in-family,White,Female,0.0,0.0,7.0,United-States,0.0028780947343459685,<=50K
61.0,Private,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,0.0,0.0,40.0,United-States,0.16498533168463128,<=50K
56.0,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,0.41780238377869117,>50K
20.0,Private,Some-college,10,Never-married,?,Own-child,White,Male,0.0,0.0,20.0,United-States,0.0018834880650812286,<=50K
29.0,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0.40095332856819305,>50K
59.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0.334453694005015,<=50K
18.0,Private,11th,7,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,30.0,United-States,0.0007285547741295282,<=50K
37.0,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,0.7808022398205874,>50K
20.0,Private,HS-grad,9,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,35.0,United-States,0.0010002730341284196,<=50K
22.0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,0.008925381955691435,<=50K
22.0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,10.0,United-States,0.006471843464239493,<=50K
27.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.16825484965459034,<=50K
42.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7298.0,0.0,40.0,United-States,0.943907483385168,>50K
42.0,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.024990495910952284,<=50K
41.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,0.6324567047024595,>50K
24.0,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,0.000851076855594541,<=50K
23.0,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,45.0,United-States,0.005858735766728127,<=50K
23.0,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,0.0070461017017692616,<=50K
42.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,5178.0,0.0,45.0,United-States,0.9466230097495406,>50K
55.0,Self-emp-not-inc,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,Hungary,0.21840944033947093,<=50K
18.0,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,0.0014650907399029309,<=50K
41.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,1887.0,70.0,South,0.93289993333199,>50K
23.0,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,37.0,United-States,0.0014400467889558123,<=50K
46.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States,0.41510582605037977,>50K
41.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,99.0,United-States,0.28970503413183124,<=50K
59.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0.38240072271399683,<=50K
53.0,Local-gov,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,0.7008519779472815,>50K
53.0,Local-gov,Some-college,10,Divorced,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.07002502852972815,<=50K
43.0,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,60.0,Japan,0.8450045629765652,>50K
53.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.38375071218821943,<=50K
57.0,Private,Some-college,10,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,0.04561127550866245,<=50K
26.0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,50.0,United-States,0.009515770953628579,<=50K
46.0,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,0.5969981222229606,>50K
60.0,Private,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States,0.03649818162925025,<=50K
34.0,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,Black,Female,0.0,0.0,40.0,United-States,0.3017673402875615,<=50K
38.0,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,0.45146367551328886,>50K
27.0,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,0.003728049345094026,<=50K
29.0,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0.0,2258.0,45.0,United-States,0.20479260586903397,<=50K
48.0,Private,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.030487400928920032,<=50K
64.0,Private,HS-grad,9,Divorced,?,Not-in-family,White,Female,0.0,0.0,20.0,United-States,0.007289586307392405,<=50K
57.0,Private,9th,5,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,38.0,United-States,0.062472208607231045,<=50K
47.0,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.05033346375822035,<=50K
50.0,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,52.0,United-States,0.5741844230041516,>50K
30.0,Private,Bachelors,13,Divorced,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,0.058740181479002895,<=50K
19.0,Private,HS-grad,9,Never-married,?,Own-child,White,Male,0.0,0.0,20.0,United-States,0.0013256922914164884,<=50K
67.0,Private,9th,5,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0.0,0.0,6.0,United-States,0.02285663471877449,<=50K
55.0,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.03424558512745212,<=50K
30.0,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,0.2751487839768129,<=50K
38.0,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,48.0,United-States,0.07878702376927746,<=50K
59.0,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,43.0,United-States,0.5039662241302469,>50K
66.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,20.0,United-States,0.23463399691514036,<=50K
43.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,45.0,United-States,0.9380833246221607,>50K
